GBS.V4names,TAXA,GBS.V3names,LegacySNPsSimulatedPhenotypeNames,WGSnames,FAKEPHENO
PI561537:250032846,NSL22983,PI561537.81FE8ABXX.7.H2,NA,#N/A,1
PI592735:250035264,PI340838,PI592735.81FENABXX.6.H7,NA,#N/A,1
PI257507:250032167,CIze29,PI257507.D0D0BACXX.3.A4,NA,#N/A,1
Ames27117:250032815,PI643420,Ames27117.81FE8ABXX.7.E7,NA,#N/A,1
NA,NSL22634,EP10.633Y5AAXX.5.E8,NA,#N/A,NA
PI391665:250032589,EP58,PI391665.81FE8ABXX.6.G11,NA,#N/A,1
PI358522:250035114,Ames23491,PI358522.81FENABXX.5.F8,NA,#N/A,1
Ames27152:250032789,GT169A,Ames27152.81FE8ABXX.7.D1,NA,#N/A,1
PI303929:250032848,Ames23452,PI303929.81FE8ABXX.7.H4,NA,#N/A,1
NSL117226:250031402,EP76,NSL117226.81FE7ABXX.4.A4,NA,#N/A,1
Ames26795:250031691,PI540741,Ames26795.81FE7ABXX.6.G2,NA,#N/A,1
NA,PI233318,Ames30869.D0D0BACXX.4.E1,NA,#N/A,NA
NA,PI542957,B14A.8042MABXX.3.E6,NA,#N/A,NA
Ames28940:250034932,Ames20136,Ames28940.81FENABXX.4.B8,NA,#N/A,1
PI608778:250031031,Ames27128,PI608778.81FE7ABXX.1.E1,NA,#N/A,1
PI535917:250032329,PI542956,PI535917.81FE8ABXX.4.G5,NA,#N/A,1
PI340837:250034952,PI427109,PI340837.D0D0BACXX.4.B4,NA,#N/A,1
NA,EP82,EP42.633Y5AAXX.5.F2,NA,#N/A,NA
Ames28945:250031135,Ames23479,Ames28945.81FE7ABXX.2.C10,NA,#N/A,1
PI593015:250032810,PI593007,PI593015.81FE8ABXX.7.E2,NA,#N/A,1
PI553062:250033868,PI340873,PI553062.81FENABXX.1.H8,NA,#N/A,1
PI303928:250032777,PI601780,PI303928.81FE8ABXX.7.B12,NA,#N/A,1
Ames22766:250032079,Ames23391,Ames22766.81FE8ABXX.2.G9,NA,#N/A,1
NSL30905:250031383,Ames26777,NSL30905.81FE7ABXX.4.C4,NA,#N/A,1
PI340874:250032775,PI601468,PI340874.81FE8ABXX.7.B10,NA,#N/A,1
PI405709:250033802,PI613179,PI405709.81FENABXX.1.C10,NA,#N/A,1
NA,PI221811,PI546482.D0D0BACXX.3.H9,NA,#N/A,NA
NA,NSL22984,ECU_770b.2.81N4HABXX.4.C2,NA,#N/A,NA
Ames10254:250033198,Ames28941,Ames10254.81N4HABXX.3.E9,NA,#N/A,1
PI538235:250034601,PI542953,PI538235.81FENABXX.7.F3,NA,#N/A,1
PI415082:250035229,Ames12736,PI415082.81FENABXX.6.E8,NA,#N/A,1
NA,PI591015,B37.8042MABXX.3.B11,NA,#N/A,NA
NA,PI358524,Ames22765.D0D0BACXX.4.B7,NA,#N/A,NA
PI587153:250032308,NSL437967,PI587153.81FE8ABXX.4.E8,NA,#N/A,1
Ames26790:250033786,Ames26128,Ames26790.81FENABXX.1.B2,NA,#N/A,1
PI607384:250031128,NSL52605,PI607384.81FE7ABXX.2.C3,NA,#N/A,1
PI358521:250035085,CML342,PI358521.81FENABXX.5.A4,NA,#N/A,1
PI601726:250035191,Ames26752,PI601726.81FENABXX.6.C2,NA,#N/A,1
Ames27119:250034812,NSL67797,Ames27119.81FENABXX.3.C4,NA,#N/A,1
Ames2326:250033708,NSL437979,Ames2326.81N4HABXX.7.E11,NA,#N/A,1
NSL438029:250031028,PI186183,NSL438029.81FE7ABXX.1.C1,NA,#N/A,1
NA,PI564716,BAI_IIId.2.81N4HABXX.2.E12,NA,#N/A,NA
Ames28416:250035137,PI535919,Ames28416.81FENABXX.5.H7,NA,#N/A,1
PI509542:250035130,Ames23425,PI509542.81FENABXX.5.G12,NA,#N/A,1
Ames26793:250033860,PI596355,Ames26793.81FENABXX.1.G12,NA,#N/A,1
NA,Ames26136,Mo46.8042MABXX.3.E4,NA,#N/A,NA
Ames20137:250030999,CML78,Ames20137.81FE7ABXX.1.B12,NA,#N/A,1
Ames25179:250033101,PI406113,Ames25179.81N4HABXX.2.H3,NA,#N/A,1
PI558522:250032856,Ames26137,PI558522.81FE8ABXX.7.H12,NA,#N/A,1
NA,PI561601,EP52.633Y5AAXX.5.C9,NA,#N/A,NA
PI600957:250032450,EZ52,PI600957.81FE8ABXX.5.F11,NA,#N/A,1
NA,NSL437982,NSL32719.D0D0BACXX.3.A3,NA,#N/A,NA
Ames26122:250031069,CML343,Ames26122.81FE7ABXX.1.H3,NA,#N/A,1
CIze40:250034970,Ames26751,CIze40.81FENABXX.4.E3,NA,#N/A,1
NA,NSL438033,EZ33.633Y5AAXX.5.F6,NA,#N/A,NA
NA,PI594050,PI542944.D0D0BACXX.4.H3,NA,#N/A,NA
Ames2333:250031874,Ames24751,Ames2333.81FE8ABXX.1.A3,NA,#N/A,1
Ames26123:250031140,NSL438037,Ames26123.81FE7ABXX.2.D3,NA,#N/A,1
NA,PI542948,Ames27205.D0D0BACXX.3.H8,NA,#N/A,NA
Ames24742:250032447,EA2000,Ames24742.81FE8ABXX.5.F8,NA,#N/A,1
NSL42877:250032424,Ames30864,NSL42877.81FE8ABXX.5.B7,NA,#N/A,1
NSL438032:250034962,PI200193,NSL438032.81FENABXX.4.B5,NA,#N/A,1
NA,Ames27202,Ames27215.D0D0BACXX.3.E1,NA,#N/A,NA
Ames24730:250033197,Ames22028,Ames24730.81N4HABXX.3.E8,NA,#N/A,1
NA,PI527700,Ames28957.D0D0BACXX.4.H7,NA,#N/A,NA
Ames19008:250031330,PI561532,Ames19008.81FE7ABXX.3.H10,NA,#N/A,1
Ames28415:250031204,NSL438007,Ames28415.81FE7ABXX.2.H11,NA,#N/A,1
Ames26780:250035068,PI601570,Ames26780.81FENABXX.5.C6,NA,#N/A,1
NSL438005:250030987,PI543843,NSL438005.81FE7ABXX.1.A8,NA,#N/A,1
NSL30863:250031011,CIze27,NSL30863.81FE7ABXX.1.D1,NA,#N/A,1
Ames26114:250031311,Ames14113,Ames26114.81FE7ABXX.3.G3,NA,#N/A,1
Ames26775:250034670,Ames26778,Ames26775.81FENABXX.2.A8,NA,#N/A,1
PI531081:250034682,NSL437930,PI531081.81FENABXX.2.B12,NA,#N/A,1
NA,CIze88,Ames26484.D0D0BACXX.4.E11,NA,#N/A,NA
PI550503:250035245,PI558524,PI550503.81FENABXX.6.F12,NA,#N/A,1
NSL29282:250031241,EZ7,NSL29282.81FE7ABXX.3.A8,NA,#N/A,1
NSL437988:250031039,PI554612,NSL437988.81FE7ABXX.1.E9,NA,#N/A,1
PI415086:250032423,PI542946,PI415086.81FE8ABXX.5.B6,NA,#N/A,1
NA,Ames26754,NC232.8042MABXX.3.D7,NA,#N/A,NA
Ames26121:250034981,Ames28932,Ames26121.81FENABXX.4.F2,NA,#N/A,1
PI561522:250031759,Ames28933,PI561522.81FE7ABXX.7.B10,NA,#N/A,1
PI535923:250032342,Ames23417,PI535923.81FE8ABXX.4.H6,NA,#N/A,1
CIze45:250034850,PI200194,CIze45.81FENABXX.3.E10,NA,#N/A,1
PI340875:250032841,PI543008,PI340875.81FE8ABXX.7.G9,NA,#N/A,1
Ames26124:250031025,PI631393,Ames26124.81FE7ABXX.1.B5,NA,#N/A,1
Ames26805:250031585,PI561565,Ames26805.81FE7ABXX.5.H11,NA,#N/A,1
PI596502:250031493,Ames10250,PI596502.81FE7ABXX.5.A3,NA,#N/A,1
PI391667:250034731,PI257514,PI391667.81FENABXX.2.F6,NA,#N/A,1
NA,PI542958,PI639056.D0D0BACXX.4.H10,NA,#N/A,NA
NA,PI233319,EP47.633Y5AAXX.5.C3,NA,#N/A,NA
NA,Ames23419,Mt42.8042MABXX.3.G10,NA,#N/A,NA
NA,NSL67798,EZ17.633Y5AAXX.5.D5,NA,#N/A,NA
NA,Ames22751,Oh40B.8042MABXX.2.D8,NA,#N/A,NA
NA,MR26_,MR22_.Tuxpeno._S6.81FE8ABXX.4.A9,NA,#N/A,NA
Ames23480:250032452,NSL30872,Ames23480.81FE8ABXX.5.G1,NA,#N/A,1
NSL438009:250031063,EP44,NSL438009.81FE7ABXX.1.G9,NA,#N/A,1
NA,NSL438030,PI639049.D0D0BACXX.4.C6,NA,#N/A,NA
PI596500:250031637,PI641244,PI596500.81FE7ABXX.6.C4,NA,#N/A,1
NSL43597:250031747,PI427111,NSL43597.81FE7ABXX.7.A3,NA,#N/A,1
PI550568:250032193,NSL42875,PI550568.81FE8ABXX.3.F8,NA,#N/A,1
PI633727:250031768,Ames23418,PI633727.81FE7ABXX.7.C8,NA,#N/A,1
Ames26253:250033168,NSL437968,Ames26253.81N4HABXX.3.C11,NA,#N/A,1
NA,MR20_,SC55.8042MABXX.3.C12,NA,#N/A,NA
NA,CIze89,NSL65862.D0D0BACXX.3.F4,NA,#N/A,NA
CIze90:250031119,Ames26743,CIze90.81FE7ABXX.2.B2,NA,#N/A,1
NA,PI601724,PI509046.D0D0BACXX.4.D11,NA,#N/A,NA
CML324:250033019,NSL75976,CML324.81N4HABXX.2.A8,NA,#N/A,1
Ames28948:250035131,Ames26120,Ames28948.81FENABXX.5.H1,NA,#N/A,1
NSL30903:250034669,PI257506,NSL30903.81FENABXX.2.A6,NA,#N/A,1
Ames23461:250032595,NSL22633,Ames23461.81FE8ABXX.6.H5,NA,#N/A,1
PI433487:250034558,NSL197105,PI433487.81FENABXX.7.C4,NA,#N/A,1
PI257515:250032306,MR19_,PI257515.81FE8ABXX.4.E6,NA,#N/A,1
PI257517:250032591,PI459082,PI257517.81FE8ABXX.6.H1,NA,#N/A,1
NSL437983:250035065,PI558518,NSL437983.81FENABXX.5.C3,NA,#N/A,1
NA,NSL438043,NSL42805.D0D0BACXX.3.E11,NA,#N/A,NA
PI634215:250031636,PI200195,PI634215.81FE7ABXX.6.C3,NA,#N/A,1
PI406122:250032430,Ames14408,PI406122.81FE8ABXX.5.E3,NA,#N/A,1
PI601405:250033731,CIze83,PI601405.81N4HABXX.7.G10,NA,#N/A,1
PI601329:250033428,NSL8582,PI601329.81N4HABXX.5.D7,NA,#N/A,1
NSL30864:250034698,NSL250299,NSL30864.81FENABXX.2.D7,NA,#N/A,1
Ames23426:250032399,PI221747,Ames23426.81FE8ABXX.5.C4,NA,#N/A,1
NSL22983:250033845,TR_9,NSL22983.81FENABXX.1.F9,NA,#N/A,1
PI340838:250031016,Ames26808,PI340838.81FE7ABXX.1.D8,NA,#N/A,1
CIze29:250031187,NSL75977,CIze29.81FE7ABXX.2.G6,NA,#N/A,1
NA,CML317,PI643420.D0D0BACXX.4.E3,NA,#N/A,NA
NSL22634:250031035,PI340827,NSL22634.81FE7ABXX.1.E5,NA,#N/A,1
NA,EZ9,EP58.633Y5AAXX.5.B12,NA,#N/A,NA
Ames23491:250032554,PI340866,Ames23491.81FE8ABXX.6.D6,NA,#N/A,1
GT169A:250032345,PI459080,GT169A.81FE8ABXX.4.H9,NA,#N/A,1
Ames23452:250034559,PI221773,Ames23452.81FENABXX.7.C5,NA,#N/A,1
NA,PI415083,EP76.633Y5AAXX.5.C10,NA,#N/A,NA
PI540741:250032094,PI303926,PI540741.81FE8ABXX.2.H12,NA,#N/A,1
NA,CML246,Mo47.8042MABXX.4.B2,NA,#N/A,NA
PI233318:250032298,NSL437976,PI233318.81FE8ABXX.4.C1,NA,#N/A,1
NA,CIze23,CML281.8042MABXX.2.H1,NA,#N/A,NA
PI542957:250031693,Ames26132,PI542957.81FE7ABXX.6.G4,NA,#N/A,1
Ames20136:250030992,PI639497,Ames20136.81FE7ABXX.1.B2,NA,#N/A,1
Ames27128:250032031,PI343952,Ames27128.81FE8ABXX.2.D7,NA,#N/A,1
NA,PI550521,Il677a.8042MABXX.3.C10,NA,#N/A,NA
PI542956:250034726,PI550497,PI542956.81FENABXX.2.F1,NA,#N/A,1
PI427109:250033593,NSL75970,PI427109.81N4HABXX.6.F11,NA,#N/A,1
NA,NSL29289,EP82.633Y5AAXX.5.G12,NA,#N/A,NA
Ames23479:250032422,EP3,Ames23479.81FE8ABXX.5.B5,NA,#N/A,1
PI593007:250032839,Ames22014,PI593007.81FE8ABXX.7.G7,NA,#N/A,1
PI340873:250034864,PI601560,PI340873.81FENABXX.3.F12,NA,#N/A,1
NA,EA3076,Os420.8042MABXX.2.H5,NA,#N/A,NA
PI601780:250031918,EP16,PI601780.81FE8ABXX.1.D4,NA,#N/A,1
Ames23391:250034746,Ames28931,Ames23391.81FENABXX.2.G9,NA,#N/A,1
Ames26777:250034976,NSL67786,Ames26777.81FENABXX.4.E9,NA,#N/A,1
PI601468:250034700,NSL30912,PI601468.81FENABXX.2.D9,NA,#N/A,1
NA,NSL8581,PI613179.D0D0BACXX.3.B5,NA,#N/A,NA
PI221811:250035101,Ames22759,PI221811.81FENABXX.5.E7,NA,#N/A,1
NSL22984:250033550,NSL437987,NSL22984.81N4HABXX.6.C12,NA,#N/A,1
Ames28941:250035099,PI358528,Ames28941.81FENABXX.5.E5,NA,#N/A,1
NA,NSL437947,K64.8042MABXX.4.G9,NA,#N/A,NA
PI542953:250031023,EZ16A,PI542953.81FE7ABXX.1.A7,NA,#N/A,1
Ames12736:250031951,NSL67793,Ames12736.81FE8ABXX.1.G8,NA,#N/A,1
NA,PI634212,PI591015.D0D0BACXX.4.A10,NA,#N/A,NA
PI358524:250035246,Ames26131,PI358524.81FENABXX.6.G1,NA,#N/A,1
NSL437967:250035058,CML338,NSL437967.81FENABXX.5.B4,NA,#N/A,1
NA,PI406110,W182B.8042MABXX.2.G11,NA,#N/A,NA
Ames26128:250034974,Ames28928,Ames26128.81FENABXX.4.E7,NA,#N/A,1
NA,PI340861,NSL52605.D0D0BACXX.3.A10,NA,#N/A,NA
NA,Ames30863,CI64.8042MABXX.4.B1,NA,#N/A,NA
CML342:250032092,Ames28942,CML342.81FE8ABXX.2.H10,NA,#N/A,1
Ames26752:250033652,NSL22631,Ames26752.81N4HABXX.7.A3,NA,#N/A,1
NSL67797:250031299,PI198890,NSL67797.81FE7ABXX.3.F3,NA,#N/A,1
NSL437979:250035192,PI601269,NSL437979.81FENABXX.6.C3,NA,#N/A,1
PI186183:250032933,Ames19012,PI186183.81N4HABXX.1.C1,NA,#N/A,1
PI564716:250033042,Ames10259,PI564716.81N4HABXX.2.C12,NA,#N/A,1
PI535919:250032299,NSL28965,PI535919.81FE8ABXX.4.D4,NA,#N/A,1
Ames23425:250034582,NSL68245,Ames23425.81FENABXX.7.B6,NA,#N/A,1
PI596355:250032414,PI200196,PI596355.81FE8ABXX.5.D9,NA,#N/A,1
NA,CIze49,NC302.8042MABXX.4.F7,NA,#N/A,NA
Ames26136:250034994,Ames26127,Ames26136.81FENABXX.4.G3,NA,#N/A,1
CML78:250031633,Ames27154,CML78.81FE7ABXX.6.B11,NA,#N/A,1
PI406113:250035247,NSL53096,PI406113.81FENABXX.6.G2,NA,#N/A,1
Ames26137:250034934,PI221775,Ames26137.81FENABXX.4.B10,NA,#N/A,1
PI561601:250033285,PI200191,PI561601.81N4HABXX.4.B12,NA,#N/A,1
NA,PI340836,EZ52.633Y5AAXX.5.E7,NA,#N/A,NA
NSL437982:250034950,Ames26004,NSL437982.81FENABXX.4.D3,NA,#N/A,1
CML343:250031149,Ames10255,CML343.81FE7ABXX.2.A5,NA,#N/A,1
Ames26751:250031420,PI634213,Ames26751.81FE7ABXX.4.E9,NA,#N/A,1
NSL438033:250035105,Ames28970,NSL438033.81FENABXX.5.E11,NA,#N/A,1
PI594050:250033561,PI391666,PI594050.81N4HABXX.6.A4,NA,#N/A,1
Ames24751:250032432,PI340857,Ames24751.81FE8ABXX.5.E5,NA,#N/A,1
NSL438037:250031160,PI391672,NSL438037.81FE7ABXX.2.E3,NA,#N/A,1
PI542948:250032784,CML327,PI542948.81FE8ABXX.7.C8,NA,#N/A,1
NA,PI592733,EA2000.633Y5AAXX.5.B1,NA,#N/A,NA
NA,PI591022,EP2008.04.633Y5AAXX.5.C12,NA,#N/A,NA
NA,EA2024,Ames30864.D0D0BACXX.3.C12,NA,#N/A,NA
PI200193:250032774,PI550519,PI200193.81FE8ABXX.7.B9,NA,#N/A,1
NA,CIze86,Ames27202.D0D0BACXX.3.B5,NA,#N/A,NA
Ames22028:250031388,PI550515,Ames22028.81FE7ABXX.4.C9,NA,#N/A,1
PI527700:250031003,PI558521,PI527700.81FE7ABXX.1.C5,NA,#N/A,1
IL14H:250031045,Ames12728,Il14H.8042MABXX.4.D1,NA,#N/A,1
PI561532:250031779,PI340870,PI561532.81FE7ABXX.7.D9,NA,#N/A,1
NSL438007:250031057,Ames28979,NSL438007.81FE7ABXX.1.G3,NA,#N/A,1
PI601570:250032468,Ames26750,PI601570.81FE8ABXX.5.H5,NA,#N/A,1
NA,Ames27201,PI543843.D0D0BACXX.3.B9,NA,#N/A,NA
CIze27:250031158,Ames14116,CIze27.81FE7ABXX.2.E1,NA,#N/A,1
Ames14113:250032833,Ames26119,Ames14113.81FE8ABXX.7.G1,NA,#N/A,1
Ames26778:250034568,PI550517,Ames26778.81FENABXX.7.D2,NA,#N/A,1
NSL437930:250031163,NSL437896,NSL437930.81FE7ABXX.2.E6,NA,#N/A,1
CIze88:250031001,NSL437909,CIze88.81FE7ABXX.1.C3,NA,#N/A,1
PI558524:250032835,PI340845,PI558524.81FE8ABXX.7.G3,NA,#N/A,1
NA,Ames19011,EZ7.633Y5AAXX.5.A8,NA,#N/A,NA
NA,Ames26130,PI554612.D0D0BACXX.3.F8,NA,#N/A,NA
NA,Ames26800,PI542946.D0D0BACXX.4.E5,NA,#N/A,NA
Ames26754:250033799,PI540750,Ames26754.81FENABXX.1.C7,NA,#N/A,1
Ames28932:250031061,PI340863,Ames28932.81FE7ABXX.1.G7,NA,#N/A,1
Ames28933:250031059,PI221817,Ames28933.81FE7ABXX.1.G5,NA,#N/A,1
Ames23417:250032420,PI221820,Ames23417.81FE8ABXX.5.A7,NA,#N/A,1
PI200194:250033717,NSL437877,PI200194.81N4HABXX.7.F8,NA,#N/A,1
PI543008:250032979,PI340856,PI543008.81N4HABXX.1.H8,NA,#N/A,1
PI631393:250032313,NSL437948,PI631393.81FE8ABXX.4.F1,NA,#N/A,1
NA,Ames10277,R168.8042MABXX.2.A2,NA,#N/A,NA
PI561565:250034923,PI511804,PI561565.81FENABXX.4.A6,NA,#N/A,1
Ames10250:250033048,PI596628,Ames10250.81N4HABXX.2.D8,NA,#N/A,1
PI257514:250032337,PI558530,PI257514.81FE8ABXX.4.H1,NA,#N/A,1
PI542958:250033612,PI558517,PI542958.81N4HABXX.6.H6,NA,#N/A,1
PI233319:250035186,CIze81,PI233319.81FENABXX.6.B8,NA,#N/A,1
Ames23419:250034814,PI186199,Ames23419.81FENABXX.3.C6,NA,#N/A,1
NSL67798:250031004,PI511315,NSL67798.81FE7ABXX.1.C6,NA,#N/A,1
Ames22751:250033739,NSL438038,Ames22751.81N4HABXX.7.H6,NA,#N/A,1
NA,PI596503,MR26_.Pollo._S5.81FE8ABXX.4.D10,NA,#N/A,NA
NSL30872:250033847,Ames23415,NSL30872.81FENABXX.1.F11,NA,#N/A,1
NA,Ames19286,EP44.633Y5AAXX.5.H2,NA,#N/A,NA
NSL438030:250031017,Ames27045,NSL438030.81FE7ABXX.1.D9,NA,#N/A,1
T8:250032801,PI634207,T8.8042MABXX.3.E8,NA,#N/A,1
PI641244:250033486,EZ18,PI641244.81N4HABXX.5.H7,NA,#N/A,1
PI427111:250031567,PI558526,PI427111.81FE7ABXX.5.G5,NA,#N/A,1
NSL42875:250033563,PI405706,NSL42875.81N4HABXX.6.A7,NA,#N/A,1
Ames23418:250032507,PI391679,Ames23418.81FE8ABXX.6.A1,NA,#N/A,1
NSL437968:250030996,NSL29286,NSL437968.81FE7ABXX.1.B9,NA,#N/A,1
NA,PI340830,CI31A.8042MABXX.4.A12,NA,#N/A,NA
NA,Ames10257,MR20_.Shoe_Peg..81N4HABXX.1.G2,NA,#N/A,NA
CIze89:250031301,Ames10287,CIze89.81FE7ABXX.3.F5,NA,#N/A,1
Ames26743:250033792,PI221785,Ames26743.81FENABXX.1.B11,NA,#N/A,1
PI601724:250034748,PI257513,PI601724.81FENABXX.2.G11,NA,#N/A,1
NSL75976:250035004,Ames28943,NSL75976.81FENABXX.4.H1,NA,#N/A,1
Ames26120:250034828,NSL75971,Ames26120.81FENABXX.3.D10,NA,#N/A,1
PI257506:250032281,NSL22630,PI257506.81FE8ABXX.4.D1,NA,#N/A,1
NSL22633:250031540,Ames10258,NSL22633.81FE7ABXX.5.E2,NA,#N/A,1
NSL197105:250034714,Ames28981,NSL197105.81FENABXX.2.E1,NA,#N/A,1
NA,Ames14211,MR19_.Santo_Domingo..81N4HABXX.1.F3,NA,#N/A,NA
PI459082:250033687,CML116,PI459082.81N4HABXX.7.D12,NA,#N/A,1
PI558518:250032900,MEF156,PI558518.81N4HABXX.1.B8,NA,#N/A,1
NSL438043:250031240,PI558533,NSL438043.81FE7ABXX.3.A6,NA,#N/A,1
PI200195:250034810,PI303924,PI200195.81FENABXX.3.C2,NA,#N/A,1
Ames14408:250031965,EA2841,Ames14408.81FE8ABXX.1.H10,NA,#N/A,1
CIze83:250031138,EZ51,CIze83.81FE7ABXX.2.D1,NA,#N/A,1
NA,Ames28944,NSL8582.D0D0BACXX.3.D8,NA,#N/A,NA
NA,Ames21096,NSL250299.D0D0BACXX.4.B1,NA,#N/A,NA
PI221747:250032768,Ames28991,PI221747.81FE8ABXX.7.A12,NA,#N/A,1
NA,PI221821,TR_9.1.1.6.81FE8ABXX.4.G10,NA,#N/A,NA
Ames26808:250033018,NSL437890,Ames26808.81N4HABXX.2.A6,NA,#N/A,1
NSL75977:250034755,NSL438040,NSL75977.81FENABXX.2.H6,NA,#N/A,1
CML317:250033190,PI542942,CML317.81N4HABXX.3.E1,NA,#N/A,1
PI340827:250034560,PI591017,PI340827.81FENABXX.7.C6,NA,#N/A,1
NA,MP462,EZ9.633Y5AAXX.5.C8,NA,#N/A,NA
PI340866:250033843,Ames28982,PI340866.81FENABXX.1.F7,NA,#N/A,1
PI459080:250031413,NSL437946,PI459080.81FE7ABXX.4.E2,NA,#N/A,1
NA,Ames28417,C49A.8042MABXX.4.A1,NA,#N/A,NA
PI221773:250030989,PI303942,PI221773.81FE7ABXX.1.A11,NA,#N/A,1
NA,PI221822,NC342.8042MABXX.3.H1,NA,#N/A,NA
PI415083:250032255,PI340865,PI415083.81FE8ABXX.4.A3,NA,#N/A,1
PI303926:250033854,PI561526,PI303926.81FENABXX.1.G6,NA,#N/A,1
CML246:250031810,PI303935,CML246.81FE7ABXX.7.F6,NA,#N/A,1
NA,PI542716,CML45.8042MABXX.2.G4,NA,#N/A,NA
NSL437976:250031162,PI548789,NSL437976.81FE7ABXX.2.E5,NA,#N/A,1
CIze23:250034997,Ames28929,CIze23.81FENABXX.4.G6,NA,#N/A,1
Ames26132:250031125,PI542947,Ames26132.81FE7ABXX.2.B11,NA,#N/A,1
NA,PI518660,PI639497.D0D0BACXX.4.H7,NA,#N/A,NA
NA,PI641232,CM7.8042MABXX.3.H6,NA,#N/A,NA
PI343952:250035243,Ames28953,PI343952.81FENABXX.6.F10,NA,#N/A,1
PI550521:250032854,PI186231,PI550521.81FE8ABXX.7.H10,NA,#N/A,1
PI550497:250031369,Ames28360,PI550497.81FE7ABXX.4.A10,NA,#N/A,1
NSL75970:250031576,Ames2334,NSL75970.81FE7ABXX.5.H2,NA,#N/A,1
NSL29289:250033588,PI520771,NSL29289.81N4HABXX.6.F6,NA,#N/A,1
NA,PI186228,EP3.633Y5AAXX.5.G1,NA,#N/A,NA
Ames22014:250031051,NSL438041,Ames22014.81FE7ABXX.1.F9,NA,#N/A,1
PI601560:250033611,Ames19017,PI601560.81N4HABXX.6.H5,NA,#N/A,1
NA,PI415087,EA3076.633Y5AAXX.5.D8,NA,#N/A,NA
NA,EZ11A,EP16.633Y5AAXX.5.F1,NA,#N/A,NA
Ames28931:250034875,NSL250298,Ames28931.81FENABXX.3.G11,NA,#N/A,1
NA,Ames10276,Ki43.8042MABXX.4.F9,NA,#N/A,NA
NSL67786:250035086,PI221738,NSL67786.81FENABXX.5.A5,NA,#N/A,1
NSL30912:250031542,PI221737,NSL30912.81FE7ABXX.5.E4,NA,#N/A,1
NSL8581:250031323,PI303925,NSL8581.81FE7ABXX.3.H3,NA,#N/A,1
NA,NSL437871,Ames22759.D0D0BACXX.4.D2,NA,#N/A,NA
NA,PI415088,B103.8042MABXX.2.D5,NA,#N/A,NA
NSL437987:250035122,CML107,NSL437987.81FENABXX.5.G4,NA,#N/A,1
NA,Ames10261,Va59.8042MABXX.2.C5,NA,#N/A,NA
PI358528:250033858,Ames10256,PI358528.81FENABXX.1.G10,NA,#N/A,1
NSL437947:250031022,NSL437920,NSL437947.81FE7ABXX.1.A5,NA,#N/A,1
NA,NSL437878,EZ16A.633Y5AAXX.5.C5,NA,#N/A,NA
NSL67793:250031194,PI221789,NSL67793.81FE7ABXX.2.H1,NA,#N/A,1
PI634212:250031296,Ames19005,PI634212.81FE7ABXX.3.E12,NA,#N/A,1
Ames26131:250030993,CML487,Ames26131.81FE7ABXX.1.B3,NA,#N/A,1
CML338:250031238,Ames28978,CML338.81FE7ABXX.3.A2,NA,#N/A,1
PI406110:250033216,Ames12727,PI406110.81N4HABXX.3.G3,NA,#N/A,1
Ames28928:250031781,CIze85,Ames28928.81FE7ABXX.7.D11,NA,#N/A,1
PI340861:250035067,NSL30907,PI340861.81FENABXX.5.C5,NA,#N/A,1
NA,PI186196,Ames30863.D0D0BACXX.4.F7,NA,#N/A,NA
Ames28942:250035060,Ames10274,Ames28942.81FENABXX.5.B9,NA,#N/A,1
NA,Ames28989,NSL22631.D0D0BACXX.4.H5,NA,#N/A,NA
PI198890:250035107,PI186195,PI198890.81FENABXX.5.F1,NA,#N/A,1
PI601269:250033718,Ames29009,PI601269.81N4HABXX.7.F9,NA,#N/A,1
Ames19012:250033821,CIze82,Ames19012.81FENABXX.1.B7,NA,#N/A,1
Ames10259:250033213,PI221735,Ames10259.81N4HABXX.3.F12,NA,#N/A,1
NSL28965:250031552,Ames12733,NSL28965.81FE7ABXX.5.F2,NA,#N/A,1
NA,PI198904,NSL68245.D0D0BACXX.4.B5,NA,#N/A,NA
PI200196:250033454,PI221750,PI200196.81N4HABXX.5.E11,NA,#N/A,1
CIze49:250034818,PI548792,CIze49.81FENABXX.3.C10,NA,#N/A,1
Ames26127:250031185,BAI_IIIb,Ames26127.81FE7ABXX.2.G4,NA,#N/A,1
Ames27154:250031026,PI550443,Ames27154.81FE7ABXX.1.B6,NA,#N/A,1
NA,NSL75980,NSL53096.D0D0BACXX.4.F4,NA,#N/A,NA
PI221775:250031113,Ames2335,PI221775.81FE7ABXX.2.A6,NA,#N/A,1
PI200191:250032395,PI221790,PI200191.81FE8ABXX.5.B11,NA,#N/A,1
PI340836:250031451,Ames20118,PI340836.81FE7ABXX.4.H4,NA,#N/A,1
Ames26004:250033478,PI610494,Ames26004.81N4HABXX.5.G11,NA,#N/A,1
Ames10255:250033271,Ames26126,Ames10255.81N4HABXX.4.A3,NA,#N/A,1
NA,PI633728,Ki14.8042MABXX.2.G3,NA,#N/A,NA
PI634213:250031575,EZ10,PI634213.81FE7ABXX.5.H1,NA,#N/A,1
Ames28970:250033798,PI543840,Ames28970.81FENABXX.1.C6,NA,#N/A,1
PI391666:250033575,Ames2336,PI391666.81N4HABXX.6.E5,NA,#N/A,1
PI340857:250031370,PI221797,PI340857.81FE7ABXX.4.A11,NA,#N/A,1
PI391672:250031876,Ames28934,PI391672.81FE8ABXX.1.A8,NA,#N/A,1
CML327:250033150,PI186192,CML327.81N4HABXX.3.B1,NA,#N/A,1
