taxa,GBSv4names,WGStaxa,GDDDaystoSilk,GDDDaystoTassel,TasselLength,MainSpikeLength,TasselPrimaryBranches,TasselBranchLength,SpikeletsMainSpike,SpikeletsPrimaryBranch,SecondaryBranchNumber,EarHeight,LeafLength,LeafWidth,UpperLeafAngle,MiddleLeafAngle,CobDiameter,CobWeight,EarDiameter,EarLength,SeedSetLength,EarRowNumber,EarWeight,EarRankNumber,KernelWeight20
Z013E0060,#N/A,#N/A,443.4347285,904.1563064,-0.644414101,274.4584129,5.301270533,0.029599267,0.339431152,-0.116397863,171.7958732,144.6216905,92.52003298,572.8700496,-0.538853588,-0.416567077,60.12768865,10.67082327,0.170363367,21.1871662,-0.615073695,29.79513706,98.69758928,74.58839043,0.666110197
Z013E0061,#N/A,#N/A,467.965795,921.3620406,16.94677697,284.0990651,5.287242691,-0.590015206,-0.725083248,-0.568078791,171.193963,141.135397,78.25203811,637.5964731,0.395177112,0.200718863,58.47183795,11.02669269,0.17039994,22.84297304,0.513942791,33.66633567,104.0242619,73.21871681,0.227433689
Z013E0062,#N/A,#N/A,464.2573658,942.6852123,14.02603575,323.2783851,5.41362989,-0.430599755,-0.592180887,-0.607598992,173.400967,138.3961664,77.11059852,656.2852059,0.381653227,-0.402996836,58.53516324,11.02624172,0.169506037,22.03961192,-0.268112165,31.70816666,133.6150297,85.19133046,-1.076287724
Z013E0063,#N/A,#N/A,468.6179504,923.9450793,24.70069389,278.2582813,5.083403057,0.489050801,-0.022799534,0.65793094,171.7958732,116.2333006,58.84756509,572.726217,0.109416415,0.104136942,60.98126593,10.58009656,0.170400802,23.12071732,0.489741606,34.75454288,117.1100974,80.69963268,0.38551734
Z013E0064,#N/A,#N/A,420.6425769,851.3248552,16.60642155,275.1782667,5.306827112,-0.634565203,-0.054839217,0.08204689,166.5793183,126.692181,64.84012294,588.9889603,-0.523271703,0.337053758,62.86034198,9.392899856,0.170329208,22.59373419,0.174901484,35.16028864,110.0512922,83.9326821,-0.08896853
Z013E0065,#N/A,#N/A,473.5377822,918.21684,15.62765869,335.2676079,5.467266389,-0.8870004,-0.73260907,-1.018484916,168.986959,146.3648372,79.6788376,669.9680281,-0.463625696,-0.100363906,62.91523122,8.661176261,0.17015001,23.38091835,0.826343141,34.52053636,105.5681559,76.85712445,-0.665124487
Z013E0066,#N/A,#N/A,480.0925264,957.9670844,11.16803916,281.1160207,5.210826195,0.134171401,0.108822076,0.052488975,176.0092444,137.6491035,80.53491729,658.6527819,-0.13044901,-0.082427492,59.86755161,10.22992485,0.168137797,22.29339768,-0.276818693,29.9844827,100.6542756,71.41053188,0.207583732
Z013E0067,#N/A,#N/A,466.8173157,937.1232922,24.08077372,296.3955697,5.391421945,-0.938051095,-0.340371973,-0.582199159,175.8086077,141.3957491,73.44225203,682.0538523,0.760342981,0.214652434,59.71092138,10.05935065,0.169566317,22.44739421,0.768981614,32.84812576,154.2180688,92.07609771,-0.389915803
Z013E0068,#N/A,#N/A,464.7688048,921.0354762,22.65422384,333.8476971,5.514047954,-0.475015254,-0.73260907,-0.698418888,164.7735878,143.8746276,83.10315637,678.1777214,0.733633482,0.330139235,60.18517778,10.01458834,0.172891519,22.94221034,-0.105078364,33.69186069,120.7149135,85.80431642,0.024218721
Z013E0069,#N/A,#N/A,482.2693069,954.3082636,39.15103976,277.7843898,5.077348127,0.724918529,0.858848084,0.412102941,171.9965099,140.637355,77.39595842,638.5475961,0.537516484,-0.009680453,59.23097506,10.88069706,0.167923356,22.52303904,0.537492363,32.79891955,125.7324327,92.58927281,0.230721995
Z013E0070,#N/A,#N/A,444.7802318,887.1337607,16.51047735,337.4090957,5.49064952,-0.466488499,0.300961596,-0.607598992,172.9996936,148.1896487,80.1014968,690.0845513,0.975910997,0.107721291,62.49043418,9.837352234,0.170194575,24.25954562,0.477897617,34.63247956,121.6257972,92.83640906,0.341927938
Z013E0071,#N/A,#N/A,448.5567544,902.692009,20.96707035,302.9193684,5.39393609,-0.109525379,0.091455161,0.575122039,173.6016037,130.9255374,64.74500297,673.8726383,0.076355181,-0.107190303,59.84584041,11.04510466,0.172223479,23.43651444,0.822929598,34.71713083,134.4063091,92.88179301,-0.164960347
Z013E0072,#N/A,#N/A,447.0443489,904.1350981,32.34101425,315.5811687,5.306821649,-0.541731906,-0.130104864,0.052488975,175.607971,134.4118309,67.97908181,602.6051583,0.175619904,-0.113031269,60.66633271,10.4317057,0.169680724,23.45886567,1.26756838,33.78201718,120.2863094,79.59779746,-0.117001462
Z013E0073,#N/A,#N/A,470.4048844,939.1485839,11.57702312,340.0514237,5.415690839,0.007631576,0.262239158,0.727780572,186.4423542,121.4627408,64.26940314,634.1257085,0.938781984,0.404381474,60.3025078,10.17442696,0.167551214,20.61089379,-0.811030211,26.93510029,115.66542,86.96493545,-1.036283121
Z013E0074,#N/A,#N/A,468.4530349,951.3819266,34.97336744,305.1258867,5.323286584,0.027638374,-0.725083248,-0.198731823,174.6047874,136.9020406,65.98156253,625.2986195,-0.018771066,0.015062881,59.63474815,11.33395894,0.169075346,22.21133352,0.420490512,30.54108813,119.3571872,77.78270695,0.460199828
Z013E0075,#N/A,#N/A,440.4899029,882.0025854,13.69534266,294.623659,5.303731198,-0.570439976,-0.226648553,-0.155281428,172.5984201,110.4798812,58.5622052,617.2224171,-0.278955944,0.292258972,58.91229985,10.37411958,0.168944625,23.15165917,-0.796271859,29.59984093,107.7723909,82.97867137,-0.01749083
Z013E0076,#N/A,#N/A,470.1762666,904.0458254,10.55089246,304.4638049,5.282653832,-0.595418848,-0.480800156,-0.24459192,159.7576696,122.7471737,59.35141715,589.870265,-0.586814666,-0.33595505,59.063194,10.55774946,0.177034674,22.42730914,0.090385656,30.02660527,115.0855177,80.64232085,-0.074579254
Z013E0077,#N/A,#N/A,450.9568596,909.6659492,24.25131016,324.656991,5.371690666,-0.157770833,-0.340371973,-0.068391726,177.4137015,126.941202,69.21564136,618.9340079,-0.220861687,0.006572323,62.1712729,9.523855608,0.172125453,21.36688982,0.094081452,31.23070637,119.1429105,80.84192296,0.248838832
Z013E0078,#N/A,#N/A,456.4328332,921.1298767,27.46596885,286.075229,5.315908339,0.086733305,0.300961596,-0.531666023,172.3977834,133.913789,71.40340058,628.7060872,0.069586055,0.416760726,61.41097893,9.425031818,0.169329257,21.97140872,-0.519896634,30.40776449,92.01351139,72.38760892,-0.382312257
Z013E0079,#N/A,#N/A,444.4004531,859.8788014,26.38915623,291.9151004,5.303600363,-0.660076831,-0.874855486,-0.578186125,177.0124281,139.1432293,65.41084273,603.8733223,0.407049972,0.183816454,62.19516381,9.161176306,0.172305573,23.67348647,0.319879954,32.54104208,111.3704952,76.68950637,-0.475498549
Z013E0080,#N/A,#N/A,456.4681158,908.6809006,20.85860743,239.872727,5.119926609,-1.111561312,-1.025982418,-0.034400727,161.7640369,137.1510615,70.26196099,550.5270021,-0.320899097,0.097616221,58.15929289,10.60952471,0.177548192,23.26805502,-0.051297198,29.4817437,96.77216919,69.24618655,-0.27611159
Z013E0081,#N/A,#N/A,447.0183708,917.6894305,7.52479169,272.0281119,5.247112578,0.00761197,0.262239158,0.499241166,172.1971467,119.8817338,59.35538809,651.0456862,0.567289624,-0.129038762,61.1711691,10.42844956,0.169165946,21.38582571,0.362442952,33.92837057,137.2359288,90.15166525,0.083395881
Z013E0082,#N/A,#N/A,468.9216688,929.183879,20.44850857,359.6965581,5.520865729,-0.213688477,-0.235975249,-0.342230112,187.6461746,141.6908281,74.5619684,683.7009094,0.489053555,-0.153979706,59.99877666,9.832919105,0.168844695,22.6545889,0.23888293,34.11866299,126.5442386,78.71833687,-0.426638184
Z013E0083,#N/A,#N/A,471.351281,934.5484702,16.61634723,310.9666705,5.37298727,-0.308563621,0.020928752,0.134822935,171.7958732,137.772336,76.51574961,597.2822067,0.740168299,0.427787908,61.03316263,9.558171301,0.169445563,22.23409959,-0.056362663,32.83313057,108.6999708,79.28670326,0.522943049
Z013E0084,#N/A,#N/A,466.1804891,979.1794149,24.72324006,269.461444,5.058444657,0.284498568,0.147984463,-0.068391726,175.2066975,135.2094583,68.05600798,656.4381363,-0.229127902,0.142455653,58.40633041,9.591629075,0.168834486,22.26075159,-0.303532251,31.50543011,93.27818558,71.83886055,-0.163658491
Z013E0085,#N/A,#N/A,477.4689137,950.0069903,65.32777103,341.200262,5.458022223,0.136380897,0.289708598,-0.24459192,186.6429909,156.5746967,88.81035431,695.3305293,-0.069689081,0.080490366,57.84271451,11.66508182,0.168725894,22.24056652,0.245824363,30.39209755,133.2347947,81.44399024,0.112886019
Z013E0086,#N/A,#N/A,444.4092875,884.8740083,18.00271634,327.6439705,5.418719193,-0.955206107,-0.340371973,-0.698418888,185.4391706,140.3385299,72.20240829,652.3472229,0.179484254,0.087120318,60.08840659,10.39696705,0.168731092,22.57336131,0.18455814,31.47735495,127.5133518,86.94231619,0.139389738
Z013E0087,#N/A,#N/A,444.8772935,889.5093537,22.31975234,286.6304444,5.302871783,0.030381143,0.176659249,-0.034400727,164.3723143,142.3805018,73.97163965,647.2411941,0.161374853,-0.276241894,60.78788712,10.64679983,0.169720907,22.51389846,0.282371102,32.4429569,134.9112171,86.3175893,-0.119235044
Z013E0088,#N/A,#N/A,481.4673421,943.157396,39.02722343,347.9784078,5.477939938,0.355198113,0.410691194,0.052488975,178.6175219,150.1001517,78.53739801,663.6772671,0.523072924,0.075942889,60.06507248,10.89139801,0.171492697,22.89318527,0.045325546,30.9013767,126.9586737,85.3141697,-0.621769298
Z013E0089,#N/A,#N/A,451.5456504,948.7024199,42.78092245,332.1244397,5.450863917,-0.897544062,-0.898944999,-0.829406923,183.63344,137.5238013,70.46332057,712.2679723,0.916960979,0.341602986,59.28290469,10.76872415,0.172242994,21.90044102,0.886570896,33.11003916,146.4476709,88.06002256,-0.174790923
Z013E0090,#N/A,#N/A,449.8211541,896.3943621,26.03591696,307.7690685,5.321119854,0.09791032,-0.106340028,0.072550929,173.2003303,129.4314117,67.97908181,568.0977482,-0.049022514,-0.514786948,61.75369216,9.870967241,0.16865304,20.23509769,-0.954740069,29.31290402,128.1359845,85.18406903,-0.171967572
Z013E0091,#N/A,#N/A,462.0867728,912.7773354,27.00613129,256.3011142,5.034896296,0.207321778,0.553891059,0.157149724,165.7767714,135.6569358,75.68379904,630.654763,0.696676716,0.393063213,61.16650972,9.948136611,0.176748489,23.11576131,0.193991584,31.76796798,95.36482212,71.86090751,-0.228349519
Z013E0092,#N/A,#N/A,456.5791949,896.4749999,30.20448497,309.0327906,5.314264251,-0.923449263,-0.035028976,-0.226317611,168.1844121,128.6843488,65.69620263,615.2033665,-0.625705516,-0.160265199,58.10545145,10.26636615,0.175758448,23.35468411,0.038732645,32.80916732,93.54145788,72.82423023,-0.360185029
Z013E0093,#N/A,#N/A,452.7456329,884.3046015,36.38520847,286.7453282,5.316703386,0.076346146,0.091455161,0.334098305,173.6016037,133.913789,70.26196099,599.3179437,0.739356055,0.092959513,60.62943456,9.894071519,0.172450602,26.29211599,0.685865161,33.54043791,90.36409002,72.11751335,1.107746831
Z013E0094,#N/A,#N/A,469.0318976,947.6826803,8.458530182,253.4785822,5.141557976,-0.387736222,-0.726031466,-0.134716212,175.8586751,96.71816233,69.08577585,625.4685065,0.68312967,0.546349958,57.43737807,10.68517223,0.171449594,22.56231536,0.424805041,31.54469252,103.6830835,69.09468708,-0.960782316
Z013E0095,#N/A,#N/A,451.3100753,895.9210452,30.90130061,332.6988588,5.432739662,0.272552426,0.176659249,0.410919181,172.3977834,140.1393131,73.11555996,601.1701306,0.23095187,0.161163841,62.21126761,9.787850936,0.171935153,23.42017689,0.328183109,33.52610125,119.2570809,84.82723938,0.824774838
Z013E0096,#N/A,#N/A,451.1444155,877.9933066,24.0012153,259.9773967,5.039766271,0.72105257,0.595038228,0.797241124,169.9901427,144.1799547,77.56850549,614.6193436,0.108644473,-0.096203025,58.50331532,10.13095462,0.169930935,22.71799601,0.448997587,33.38268743,110.3472236,77.14162317,1.174276736
Z013E0097,#N/A,#N/A,458.5159712,930.2631542,15.90638495,328.1035058,5.410271568,-0.491188284,0.036231066,-0.035380005,176.2098812,135.9059567,57.13540571,647.6917261,0.290860661,-0.15898614,58.97063521,10.26599978,0.169214463,22.26810411,-0.311358172,30.85571506,127.524289,85.53104814,0.557582634
Z013E0098,#N/A,#N/A,477.9224989,963.5647214,26.90907379,353.9523667,5.350738253,0.371095979,0.784047457,0.797241124,170.5920528,138.6451873,77.11059852,674.4522647,0.097470133,-0.075025728,57.72275976,11.09111722,0.163390353,21.64270877,0.242263737,30.15228823,126.6014947,81.31019817,0.581044327
Z013E0099,#N/A,#N/A,447.6294506,924.3758822,13.92476558,267.1001939,5.154350394,-0.097683119,0.179192729,-0.034400727,176.4105179,140.886376,63.98404325,555.5996581,0.053906948,-0.299124757,61.73347756,10.09262037,0.168972479,20.46175276,-0.629141981,27.78469632,104.549639,77.60071262,-0.65436482
Z013E0100,#N/A,#N/A,473.9898651,944.0025015,42.58203621,344.8724524,5.461158332,0.337444673,-0.480800156,-1.018484916,169.1875958,133.1667261,65.12548283,685.6198418,0.26225189,0.148049775,61.42560065,9.60411708,0.17055541,20.86653897,0.098757125,30.9378184,119.5646237,81.31846968,-0.866195156
Z013E0101,#N/A,#N/A,442.049335,869.5408622,26.17205913,293.6383578,5.32016402,-0.558230332,0.179192729,-0.035380005,170.5920528,127.5222509,58.84756509,625.2151877,-0.399958675,0.337778815,61.48519705,9.972965129,0.16882904,22.24213094,-0.080393386,30.63211949,130.7538853,88.6235149,-0.177785093
Z013E0102,#N/A,#N/A,460.1974445,928.2033887,36.85720761,344.1942405,5.478967532,-1.043323797,-0.506889359,-0.657229908,180.4232524,142.6295227,75.39843914,654.0158598,-0.34365968,-0.442124136,59.26218442,10.01955482,0.16701185,21.57445171,-0.485315627,27.35838958,110.6796032,66.30786651,-1.321189856
Z013E0103,#N/A,#N/A,468.621826,936.6687934,15.44431925,291.8002166,5.259307859,0.027210775,-0.235975249,0.657577925,181.2257993,120.7156779,66.83764222,575.0726502,1.291882469,0.413975135,60.10414354,9.541825132,0.176546523,22.50378374,-0.093559155,32.93660231,106.8800047,77.99094757,-0.288231796
Z013E0104,#N/A,#N/A,457.6216572,933.1030915,15.98467581,295.8211505,5.295242239,-0.035154119,-0.771124257,-0.451859062,170.1907794,134.9098729,75.96915893,659.8871055,0.234560194,-0.383460065,61.60403819,10.07622934,0.170152522,23.73796778,0.218379767,34.26131929,121.9786253,88.94738993,0.143290741
Z013E0105,#N/A,#N/A,434.6552169,889.1219685,12.83395477,311.9048862,5.341544945,-2.86E-05,0.064938034,0.14306882,174.0028772,120.5496639,63.50844342,636.3116227,0.261977103,0.292956807,60.86331598,10.50594173,0.168584533,22.2099269,0.194503877,32.44915466,132.7659289,93.64984685,-0.17967309
Z013E0106,#N/A,#N/A,474.3027877,956.7179219,26.51563551,334.9965354,5.397825159,-0.229412696,-0.340903247,0.661160701,183.2321666,124.4509924,68.5498016,660.9740754,0.463603969,-0.460002555,60.25749708,10.16213179,0.169524077,22.65826314,-0.122099,31.13739117,99.88956814,79.96309878,0.114052887
Z013E0107,#N/A,#N/A,437.3234481,892.1120928,14.57227789,336.3751413,5.455111553,-0.329450892,-0.480800156,-0.01905047,172.3977834,137.8981244,73.40091986,617.2724762,0.065284036,-0.099222267,61.42914461,10.29667836,0.168338382,22.95403997,0.544821936,33.40286103,131.1021793,91.3607987,0.173819621
Z013E0108,#N/A,#N/A,462.0436745,905.19961,11.73541531,297.4791533,5.2147658,0.087639884,-0.142576785,-0.01905047,172.1971467,119.7962161,60.18183166,586.7355819,-0.584363413,-0.254390155,58.496329,NA,0.169927267,22.04073329,-0.218126564,29.49203328,98.34873553,72.78373031,-1.281057731
Z013E0109,#N/A,#N/A,452.5380789,924.221853,26.1227558,307.6541847,5.413259055,-1.227822853,-0.480800156,-0.568078791,174.2035139,131.1745584,68.8351615,639.3318554,0.481751012,0.158081736,57.72996367,10.61907144,0.173898091,22.37128098,0.20160938,31.46022109,143.9478086,88.73400207,-0.67653245
Z013E0110,#N/A,#N/A,447.6546466,904.4276159,34.13396827,300.6462713,5.377008269,-1.420734101,-0.460680498,-0.221349411,160.96149,145.6177743,74.25699955,654.4663917,0.139516262,-0.047113839,60.04258546,10.72502385,0.170412099,23.34976636,-0.119413537,33.44999306,122.0024918,92.45918719,0.234323088
Z013E0111,#N/A,#N/A,455.4780572,906.4039982,16.62112732,315.1201167,5.360815522,0.436983772,0.185311873,0.575122039,177.4137015,122.7078456,64.26940314,641.984988,-0.082751539,-0.187597685,59.94346861,9.871333637,0.170392155,22.64874247,0.222375285,29.54622868,103.9194686,72.11938311,0.017977267
Z013E0112,#N/A,#N/A,466.4216843,939.2368065,26.05816848,286.9545594,5.232492185,0.133426817,-0.506889359,-0.226317611,168.5856856,142.06252,84.40694172,626.3999198,-0.378193871,-0.244924832,56.87054926,11.74297683,0.170338024,20.70816903,-0.805902356,26.97880199,109.4742081,78.27682179,-0.34026498
Z013E0113,#N/A,#N/A,442.7891565,872.1302442,13.13411173,296.3049066,5.350714323,-1.188310692,-1.032957486,-0.829406923,172.9996936,135.9059567,68.8351615,642.4200173,0.251686437,-0.011917048,59.33086211,10.79812711,0.168419205,24.59321311,0.97916766,35.38368951,139.8124435,92.11329136,0.251970644
Z013E0114,#N/A,#N/A,472.2983477,960.8449404,22.82145904,334.7667677,5.394707028,-0.652586426,-0.542739361,-0.698418888,179.0187953,137.9751545,68.50698854,679.3290808,-0.126923197,-0.009598243,58.23705591,10.04553048,0.170712037,24.24668576,0.978035459,35.11952551,107.0481746,80.21841805,0.120181347
Z013E0115,#N/A,#N/A,440.4067333,888.5970851,23.46252943,310.5262803,5.353467037,-0.28563927,0.262239158,-0.607598992,174.0028772,134.6608519,75.11307924,631.4689711,0.643636778,-0.384840255,62.60113259,9.5536739,0.169296842,22.76940909,-0.558687542,34.5750176,126.7032035,86.71139042,0.631931255
Z013E0116,#N/A,#N/A,459.5594189,917.9719027,15.17203436,337.5239796,5.434593444,-0.314648893,-0.220594722,-0.582199159,170.5920528,138.8942083,69.97660109,692.1516558,0.408380134,-0.268630069,59.93542851,9.161618786,0.170070935,21.74609829,0.074614469,31.99380053,116.7161646,87.14665683,-0.340719104
Z013E0117,#N/A,#N/A,448.3611888,902.0463876,21.90754798,294.5574284,5.333501574,-1.334667333,-0.830428191,-0.833447672,172.9996936,116.0112735,60.27436458,608.7457419,0.688886881,0.159472277,60.93800968,10.2717234,0.172147061,22.16632186,0.296492023,31.13041211,127.2664165,82.72615746,-0.65664494
Z013E0118,#N/A,#N/A,482.1859658,1005.147484,49.56767511,301.6802257,5.283406186,-0.292809813,-0.614650052,-0.582199159,183.0315299,146.8308687,84.19949358,724.7326896,1.168624958,0.394388801,55.57869848,10.9256608,0.16790815,23.04156135,1.124063016,37.64616707,133.1655416,92.85589683,0.330535419
Z013E0119,#N/A,#N/A,453.3475109,920.2185983,15.20634891,263.9983306,5.112844343,-0.265326239,-0.361603329,-0.420650308,177.2130648,133.11717,63.93171227,559.0978941,-0.186545106,-0.102002409,60.6593213,9.920770748,0.170885485,23.82552408,0.005385536,32.79590797,101.6199332,75.7941461,0.657842031
Z013E0120,#N/A,#N/A,478.7076739,983.3759838,10.72796162,295.1318476,5.297275473,-0.380974989,-0.376403432,-0.123711219,168.5856856,128.8483571,70.63303977,642.9027383,1.000727127,0.285824193,58.88964218,10.67186229,0.163306327,22.56299216,0.39648179,33.13058848,120.8378138,77.80560057,0.111926692
Z013E0121,#N/A,#N/A,468.9190526,915.7099125,24.13117946,314.4323304,5.30517099,0.509419106,0.300961596,0.301405579,181.8277095,137.9987993,70.81964521,653.907063,-0.290879579,-0.20316991,61.33551388,9.697911136,0.166902136,23.17953408,-0.40879107,30.90783555,93.4602085,80.17984952,-0.328503993
Z013E0122,#N/A,#N/A,462.9362673,916.9132533,31.6853948,318.4532644,5.34936447,-0.161753156,0.147984463,-0.123711219,175.0060608,146.6138582,79.96419749,642.2185972,0.073062582,-0.01623255,59.14289949,10.82236867,0.168844696,22.49016637,-0.373706608,29.57442599,125.5151539,87.51619923,0.254094208
Z013E0123,#N/A,#N/A,435.7283188,874.1048526,6.231920373,304.782089,5.392518952,-0.986511152,-0.376403432,-0.567919416,168.1844121,159.3139273,83.38851626,639.9447284,1.175244512,0.53873021,60.94742729,10.02197994,0.170260305,24.5624413,0.764100508,36.11051317,114.8961833,79.77369641,-0.013232079
Z013E0124,#N/A,#N/A,464.548537,923.1372798,20.57241849,307.8627689,5.268687105,0.886442759,0.91374628,-0.034400727,168.5856856,101.0852784,47.06139775,572.8700496,-0.018762383,-0.219837227,60.14226309,NA,0.170240905,20.55324104,-0.44084466,26.24279124,109.9054562,74.692955,-0.172591644
Z013E0125,#N/A,#N/A,432.6144012,873.2410078,43.69427773,302.5299828,5.288675062,-0.279465074,0.16650856,-0.657229908,157.1493922,130.3444885,63.12796355,638.2472415,-0.140023752,0.11488694,59.21264572,10.4386198,0.170049062,22.7728787,-0.082255201,29.94279117,103.4344017,73.43535386,0.210669725
Z013E0126,#N/A,#N/A,434.8138874,897.5395508,15.97323012,298.5678213,5.3846571,-0.365545693,-0.506889359,-1.111704814,166.3786816,135.9059567,63.98404325,654.7166872,-0.43101433,0.337778815,58.22201333,10.09327471,0.162319363,21.19499455,-0.421133941,29.96506467,99.98228802,71.5175508,-1.220267115
Z013E0127,#N/A,#N/A,466.320358,952.2769689,27.16223133,336.7959143,5.417981061,0.193759304,0.207563132,0.052488975,176.0092444,122.7078456,66.26692242,690.2252795,0.404637948,-0.369836938,59.26220827,10.54257566,0.169329257,23.68177038,0.684198153,34.12204922,134.2904432,84.50209946,-0.004554192
Z013E0128,#N/A,#N/A,457.933634,932.692596,10.08826894,304.2076699,5.385122732,-0.238062168,-0.460680498,-0.333760607,176.4105179,150.3410502,87.78524076,632.9576627,0.785718088,0.431516186,63.17612832,9.47567893,0.16896526,24.82561649,0.791605198,35.35479293,117.7598671,86.55001433,0.357213093
Z013E0129,#N/A,#N/A,465.9842258,916.3566552,30.6970868,348.636513,5.41999228,0.439797921,0.289958108,0.803044751,175.8086077,140.1393131,65.69620263,675.5079024,-0.902789476,-0.17343589,59.08882815,10.10589695,0.168099566,20.92332996,0.070551044,28.40595898,127.2474607,90.18417069,0.004321634
Z013E0130,#N/A,#N/A,463.094916,953.2669919,15.92073791,332.3828777,5.293279208,1.426347233,0.975437723,1.39319222,176.8117914,126.1941391,72.83020006,627.6513975,0.737432875,0.133907021,59.63149222,10.37079409,0.169460718,22.90282513,0.072477257,30.88904582,112.5675192,81.70505391,0.416570127
Z013E0131,#N/A,#N/A,440.8631621,892.9995994,27.85084226,277.669506,5.176487315,-0.005841593,0.20222054,-0.155281428,169.5888692,145.1197324,78.82275791,633.608431,-0.458232443,-0.444164652,61.28007397,9.693152416,0.165020639,23.09693791,0.445045417,31.88310701,100.8998525,69.27230375,-0.358265387
Z013E0132,#N/A,#N/A,465.7994048,946.8796868,29.64633876,326.0192968,5.375490568,-0.119742411,-0.134043977,0.112141543,179.4200688,153.5833217,81.64880582,631.9064214,0.091558209,0.053244892,60.17885339,10.4031114,0.17247327,23.76255998,1.209143522,34.74065077,125.3188468,87.1696566,0.237863231
Z013E0133,#N/A,#N/A,447.5198491,890.107958,32.30993765,288.8132371,5.192396412,-0.044602189,-0.054839217,0.161861422,162.5665838,138.753677,75.83275015,613.8183979,-0.530489206,-0.338515415,60.86556976,9.850190163,0.16803579,24.51452386,0.890797551,33.09928173,107.3584081,74.15861029,-0.37552584
Z013E0134,#N/A,#N/A,455.2255803,945.7825147,17.14832671,329.6571786,5.402577374,0.120660473,-0.138758124,0.657577925,188.2480847,150.5981936,85.38603554,619.500789,0.343182671,0.012043639,60.46663617,10.61348879,0.172933279,22.14032739,-0.05517137,30.35713605,115.905126,83.01378164,-0.208704274
Z013E0135,#N/A,#N/A,498.7132884,1011.536965,28.07117608,281.2309046,5.184263844,0.253339235,0.339431152,-0.01905047,169.1875958,113.7430909,62.84260366,672.8827098,0.74607302,0.35777222,58.98217546,10.74312884,0.172433868,20.60027001,-1.087888376,24.97134624,92.19002516,66.00270085,-0.662518643
Z013E0136,#N/A,#N/A,463.193822,936.2135634,26.44250021,280.5752297,5.420067238,-0.794384823,-1.22344063,-1.31125009,165.375498,126.6756334,67.03913206,571.9997375,0.322412727,-0.169587314,58.99343219,10.40889032,0.169883957,20.9469897,-0.481568878,29.11611719,101.4229517,77.73974722,-1.260844527
Z013E0137,#N/A,#N/A,470.6947095,939.8420454,23.49250922,303.5183669,5.409772477,-0.17114569,-0.542739361,-0.98071678,165.9774082,123.7039295,61.98652396,624.0804163,0.169497381,-0.289343028,60.05692707,10.25064725,0.169472786,21.98338168,0.050615276,29.50833383,137.9992449,86.8580121,-0.627256053
Z013E0138,#N/A,#N/A,449.4233141,901.3317901,14.61862735,318.7543822,5.445291069,-0.542232233,-0.376403432,-0.833447672,175.2066975,129.3931932,65.75850806,589.3969029,-0.438067813,-0.075025728,60.26247482,9.79594076,0.170009911,22.08071755,-0.018725786,30.68806671,109.2492739,81.85651741,-0.282174795
Z013E0139,#N/A,#N/A,446.0315175,879.0592503,19.70921885,285.7864026,5.431338626,-0.946982535,-0.220594722,-0.342230112,160.5602165,117.3906373,51.92776893,537.9219651,-0.147355849,-0.137626127,59.97216669,9.922575887,0.168092445,21.97714457,-0.098988071,31.92761386,116.6367702,81.28751117,0.033405023
Z013E0140,#N/A,#N/A,440.4431492,885.7974516,39.74088647,317.4564303,5.452560261,-1.305737335,-1.075254289,-1.433347979,171.3945998,112.996028,53.34609968,557.1879811,-1.154085095,-0.332139573,60.25713612,9.686900502,0.170722818,20.19523317,-0.847955483,27.54415341,108.9426529,74.26502899,-0.626072925
Z013E0141,#N/A,#N/A,472.4664289,965.4363427,14.17551487,294.212777,5.503764432,-1.092019568,-1.640610998,-1.810662564,166.1780449,147.858963,74.25699955,578.1228531,-0.603053323,-0.286082752,59.52534788,10.43247811,0.165868812,21.63623143,0.006140236,31.81841745,123.9583099,85.72159289,-0.848687973
Z013E0142,#N/A,#N/A,493.0353561,1003.796713,21.21203565,286.9337495,5.254065391,-0.698395441,-0.725083248,-0.582199159,165.1748612,130.5984925,68.18015746,619.8278373,0.87085402,0.276375783,61.07573691,10.26236096,0.170604437,21.23289077,-0.314084029,30.86599713,111.538856,84.73220383,-0.553841512
Z013E0143,#N/A,#N/A,440.8506102,916.4893822,26.26211837,296.855105,5.374663409,-0.090550918,-0.235975249,-0.451859062,164.7735878,131.1745584,63.41332345,546.9708735,0.221808049,0.040145512,59.60412736,10.65685309,0.17374412,20.56985031,-0.950498892,29.78572153,110.1031258,82.56285561,-0.451947566
Z013E0144,#N/A,#N/A,490.4986749,996.0621929,24.5453204,279.4264381,5.318085496,-0.141054715,-0.022799534,0.334098305,172.1971467,133.0166063,79.5892472,597.8344464,0.209740531,-0.012480077,59.26512819,10.5106302,0.170124124,21.10474587,-0.537051184,31.75867844,106.4334494,78.79340297,-0.186396998
Z013E0145,#N/A,#N/A,469.9289153,931.8604659,39.42023294,312.0323453,5.440008586,-0.032532324,0.478078081,0.240012264,159.1557595,131.0021595,62.46471084,581.4250871,0.115449724,-0.118020695,58.30829057,10.31455549,0.171090815,22.29236114,-0.049609114,31.40549156,121.8537684,82.20627643,0.058401737
Z013E0146,#N/A,#N/A,490.0576467,946.5273974,40.6556052,317.1968399,5.547650951,-1.231113209,-0.725083248,-1.034266531,170.5920528,135.1588938,72.54484016,617.0628276,-0.154240491,0.021318982,60.32858198,10.74161236,0.170569729,21.79372558,0.037250647,28.55140282,99.75026452,74.59535165,-0.234912282
