taxa,GBSv4names,WGStaxa,GDDDaystoSilk,GDDDaystoTassel,TasselLength,MainSpikeLength,TasselPrimaryBranches,TasselBranchLength,SpikeletsMainSpike,SpikeletsPrimaryBranch,SecondaryBranchNumber,EarHeight,LeafLength,LeafWidth,UpperLeafAngle,MiddleLeafAngle,CobDiameter,CobWeight,EarDiameter,EarLength,SeedSetLength,EarRowNumber,EarWeight,EarRankNumber,KernelWeight20
33-16,33-16:250039809,282set_33-16,464.5636928,942.0237318,33.70355194,336.8921185,5.42956631,1.148353725,1.241709392,1.209903713,175.3574911,142.520537,66.18661509,603.0556902,-0.082036948,-0.160794662,59.88552541,10.02737355,0.170657193,21.83245335,-0.000463298,29.30230728,114.9582878,83.83289747,0.704055729
38-11,38-11:250040073,282set_38-11Goodman-Buckler,466.2839808,958.98097,12.49824849,344.5948092,5.425655571,0.444963881,0.289958108,0.363362341,187.1119033,144.8707114,89.38107411,764.0978944,-0.192663368,-0.012549151,57.64420063,11.66374114,0.169381292,20.53442374,-0.145974864,30.93996359,137.3965556,98.05691497,0.592243688
4226,4226:250040088,282set_4226,425.8010639,838.8506774,20.00310457,318.9344454,5.398767826,0.388463777,2.305948859,2.057985905,163.0052873,143.1275647,75.39843914,658.5520206,0.118311285,-0.636524971,60.52700482,10.50878105,0.170376849,21.34764257,-0.157335519,32.37993766,127.0280315,94.82106033,-0.643521618
4722,4722:250040158,282set_4722,457.8763001,957.9341142,33.07480739,342.9235194,5.385472294,0.467929692,-0.133203695,0.416432265,181.7214509,143.8746276,76.25451883,674.990625,0.376175522,-0.393351599,57.16133287,10.46406499,0.169904282,20.5253205,0.243805803,28.11067246,124.977379,87.07053413,-0.944257439
A188,A188:250040019,282set_A188,364.131618,753.5061872,12.41891504,333.3307199,5.431115304,1.188027084,1.482130265,0.489774858,149.6766679,109.5097345,39.15773218,547.3649353,-1.111130629,-0.746161832,59.91546757,10.61236438,0.17151594,19.25209184,-0.736441585,29.79259853,117.6883387,79.97629975,-0.760158723
A214N,A214N:250040084,282set_A214NGoodman-Buckler,469.9334292,1010.916312,-5.120227639,287.2623055,5.386011664,-0.660542778,-0.767444611,-0.221349411,172.4865998,138.6485624,73.27345251,623.5048349,-0.460613784,0.254467416,60.36016007,9.775245191,0.170124124,19.59934344,-0.856120563,26.91993686,123.6656379,83.24122141,-0.745792088
A239,A239:250039755,282set_A239,427.3755003,831.6719434,6.928872452,324.4531718,5.487094413,-1.096597727,-0.892529303,-1.034266531,169.85674,114.9881957,51.42820776,586.9580961,-0.755662019,-0.427127199,61.9564326,9.460434078,0.169656082,20.2355751,-0.622961676,28.81240967,112.1047357,84.15264568,-0.716906733
A441-5,A441-5:250040026,282set_A441-5,475.9182745,959.6934087,30.49820056,254.2906473,5.18248633,0.59606792,1.14807593,0.497450123,140.5778483,107.6727652,54.58997203,665.0372062,0.72791403,-0.308063969,60.96620752,10.08808232,0.169697207,20.60400994,-0.504815774,27.60762196,104.9085856,81.73141414,-1.332274727
A554,A554:250039788,282set_A554,386.8767831,737.2262741,8.507901396,274.310711,5.234380795,-0.215024021,0.58884346,-0.198731823,152.3068849,107.9493348,48.14739256,519.1566292,-1.384490859,-0.724227861,57.52676909,11.15230136,0.169410038,19.89468222,-0.99362022,28.82208518,102.5990133,75.0422743,-0.76189446
A556,A556:250040185,282set_A556,404.6519206,768.3659857,-2.928510554,282.3223009,5.383268421,-0.782209089,-0.059089019,-1.150486261,166.3505557,98.80183306,45.43564992,550.9448802,-0.624704371,-0.474333063,61.79251523,9.443073763,0.170336696,19.96228356,-0.232473883,26.79513337,109.3467686,81.7871902,-0.736583557
A6,A6:250040034,282set_A6,507.4938107,1055.701091,41.99578825,331.7207959,5.311984424,1.316564501,0.838206519,1.39319222,166.6369191,159.3139273,99.4266679,726.2692662,0.248686763,0.318839309,58.91775292,10.35943855,0.169128362,22.19139987,-0.290918366,28.7606684,108.3341475,78.97934592,-0.166556514
A619,A619:250039765,282set_A619,424.8358805,826.0872282,17.48909163,284.4347362,5.34663133,-0.372404455,0.147984463,-0.582199159,156.6905797,128.6843488,51.99892756,528.6678593,-0.19476444,-0.391649759,59.60542224,10.28910846,0.169840908,22.91879154,0.733538654,33.61648054,133.5336408,93.65859687,-0.536870535
A632,A632:250039775,282set_A632,427.3334197,816.9918825,20.94111096,270.3700104,5.329691542,-0.513510739,-0.142576785,-0.568078791,168.3550996,134.1031798,78.04200616,605.4084682,-1.107805596,-0.734832952,59.79483097,10.62490972,0.169550477,19.48233648,-0.630229638,27.18319736,109.875764,80.01059824,-0.501911836
A634,A634:250040129,282set_A634,422.8170009,815.0811792,18.88175763,247.4431056,5.177227244,-1.204549362,-1.199293416,-1.161893585,167.1888766,127.9372859,68.5498016,619.2247814,-1.064734819,-1.007036287,59.46598287,11.41961589,0.170221191,20.41983564,-0.424328763,30.40738158,113.6561625,83.62639135,-0.380134628
A635,A635:250040198,282set_A635,440.5905315,871.5544638,41.27258082,282.6825011,5.417157097,-0.18931676,-0.283004968,-0.342230112,145.7116204,96.06260246,45.72100982,571.7937788,-1.485389603,-1.12028987,61.777034,10.00259533,0.170041911,20.01114506,-1.083736724,26.92614539,103.5696716,77.10503523,-0.392051726
A641,A641:250040046,282set_A641,400.6545758,763.2259533,10.24557901,266.5832167,5.368262964,-1.27728389,-1.22448352,-1.433347979,149.1352733,117.0761322,52.97932717,557.17652,-0.602992443,-0.673590632,61.82504914,10.02869432,0.169953346,20.80598513,-0.622014077,27.72022586,105.4284594,78.45948064,-0.606021266
A654,A654:250039834,282set_A654,369.8805266,728.7342628,19.61864847,265.3469031,5.307836262,-1.587426019,-0.767444611,-1.668360141,161.199523,102.7861685,40.01381187,502.6621539,-1.146624796,-0.219126415,60.11906083,11.00555923,0.169697207,20.08556388,-1.041314644,25.89689736,107.0785402,75.09508947,-0.804852912
A659,A659:250039829,282set_A659,425.8068595,782.8774252,25.54911151,304.0353441,5.450797401,-0.038617212,-0.220594722,-0.477547244,166.4937374,110.7548393,50.57212807,611.7910042,-1.331907655,-0.311613375,59.50490775,10.48326534,0.16996904,20.32692318,-0.4373984,29.9561738,110.3414149,75.88883007,-0.565614534
A661,A661:250040149,282set_A661,388.9191429,746.0825877,26.86540061,290.7088203,5.411328081,-1.338976844,-0.121187989,-1.241348499,151.030113,128.1389169,63.93171227,538.0789712,-0.455305689,-0.104914909,60.04232279,11.49955958,0.16815803,21.64150432,0.281335521,30.90191631,103.5733565,79.23533094,0.212753951
A679,A679:250040001,282set_A679,426.6128933,820.45902,4.500281148,313.7886059,5.414357267,-0.777571247,-0.601108682,-0.116688661,168.0185454,137.7893026,71.40144719,657.92047,-0.378116632,0.069939463,61.96502199,10.2899713,0.170699457,21.77644403,0.39679789,33.96491679,136.8825013,91.98319095,1.121427938
A680,A680:250039756,282set_A680,438.608008,875.7725969,11.30740173,299.7142259,5.412649803,-0.675661953,-0.874855486,-0.374932017,172.1962605,150.3491726,82.81779647,634.7431041,-0.465509272,0.454989359,61.19633201,9.545390759,0.168951181,21.82866388,0.313075505,31.43189403,123.5868217,87.04637904,-0.020026838
A682,A682:250039782,282set_A682,420.7969749,792.3920042,19.21678603,342.3491003,5.651260908,-1.951467285,-0.950736716,-0.472570209,156.900563,131.9216213,55.99396612,507.5298195,-1.143196064,-1.205131427,59.61129853,9.45869041,0.169792649,18.35434286,-0.930769514,25.12249427,126.472639,89.79270376,-1.974556571
AB28A,Ab28A:250040159,282set_Ab28A,501.8213532,1022.311177,26.38443739,364.835356,5.529687432,0.303438971,0.2964365,0.08204689,175.5384325,141.0100303,72.9331067,691.7795745,1.779767171,-0.049561415,60.09029202,10.82397308,0.16996904,21.11186588,0.587161083,35.47090735,124.9958509,84.4855736,-1.698889777
B10,B10:250039816,282set_B10,479.0527022,934.7977023,48.44288461,314.5551252,5.343344581,0.58762547,0.304304528,0.387192323,178.0450616,132.5682179,67.70804092,693.6877009,0.339673483,-0.501824492,59.70486042,9.8270963,0.170367652,22.29862436,0.917305062,44.53591689,165.9043414,106.3158877,0.079175565
B103,B103:250039781,282set_B103,420.2809276,815.7475787,10.18927631,298.5824125,5.645829518,-2.805219598,-2.472924114,-2.933516911,171.8224667,104.7783362,50.85748797,578.1262557,-0.600543522,-0.372714782,60.35432175,10.39118693,0.170104969,21.99415167,-0.398510475,29.06510007,125.3621596,86.36907844,-0.054972992
B104,B104:250039763,282set_B104,440.8642422,876.1298913,38.44889766,277.8992736,5.286210551,-0.288441753,0.410691194,-0.381923976,156.3278362,118.4744892,51.71356766,675.2409205,-0.501858876,-0.542355656,62.35344286,9.037400853,0.172340854,21.79435598,0.39698368,33.99995076,122.573257,89.35277351,-0.393268611
B105,B105:250040023,282set_B105,465.7766148,923.9037575,20.15745648,299.497433,5.363257889,0.222580817,0.36524836,0.060259919,171.6949347,130.5984925,63.67035183,619.3499291,-0.32355669,0.340597839,61.22837553,10.39833943,0.171077169,20.6791364,0.3188031,28.87734099,120.857089,83.42420775,0.210336968
B109,B109:250039749,282set_B109,442.1464465,864.7117662,18.31309307,289.3876563,5.318129601,-0.874968052,-0.302324021,-0.717227942,150.9291522,145.6177743,69.40588129,608.9376352,-0.361915306,-0.028906105,61.02711928,10.3479525,0.170104969,22.05039166,-0.379812385,32.02536316,113.0500586,84.30320597,-0.253397913
B14A,B14A:250040044,282set_B14A,445.4039246,858.3429119,36.60624687,310.0581041,5.405397129,-0.841914647,-0.542739361,-0.829406923,175.7797791,134.16281,63.41332345,700.4707098,-0.313218485,-0.550946887,58.60615182,10.79078298,0.17034203,20.46257031,-0.214505814,28.22859242,118.5977028,86.49532381,-0.694767642
B164,B164:250040176,282set_B164,431.2287956,829.4723769,30.07512114,296.4407918,5.324464689,0.86128066,0.855988191,1.20399038,181.8885595,135.1588938,65.12548283,647.2872423,-0.600445384,-0.560495935,61.5565047,9.885964595,0.167845977,20.7107607,-0.545302696,29.60350605,132.7382313,87.92124587,0.427094257
B2,B2-good:250040187,282set_B2,423.7938923,858.114357,23.983005,375.8377357,5.624648215,0.630496501,-0.226648553,-0.473525375,181.8885595,146.1158162,77.68131832,710.4575013,0.017770597,0.074550817,58.42830149,12.2592964,0.1704325,23.05096474,1.354064573,40.45827732,132.6598518,89.90875898,0.15925758
B37,B37:250040081,282set_B37,452.6483441,905.3069706,50.62545662,293.1490671,5.424433744,-0.481328004,-0.592180887,-0.397505269,163.3395045,134.16281,69.1205214,593.0688987,-0.302650185,-0.459164624,58.27345992,10.03422986,0.171471094,21.10116303,0.38403247,34.70553525,138.4166426,99.22380199,0.033106758
B46,B46:250040209,282set_B46,434.8438949,864.5605323,24.30979845,303.8698139,5.382921316,-0.295103648,-0.358148941,0.416432265,162.607062,138.6451873,54.85252653,646.0064029,0.177383586,-0.362922814,59.91901529,10.61778318,0.170176241,21.77830584,0.289081166,32.99524132,120.9351585,94.43774581,0.033305164
B52,B52:250040039,282set_B52,445.8859171,927.6114588,6.52941494,371.8742437,5.634856127,-0.932864089,-1.50033569,-0.330978361,178.5210009,149.8511307,78.53739801,631.2139371,-0.006943776,-0.152097407,60.22883267,10.33887027,0.169499696,22.21402073,0.401996175,30.69413018,133.8136569,89.80608804,0.648549824
B57,B57:250040068,282set_B57,434.1437532,859.1677035,23.34781852,317.975611,5.292587247,1.851007085,1.706513201,1.165790027,153.3129884,117.2293844,52.28428746,670.855651,-0.600225684,-0.42949748,59.65847905,10.24317889,0.171162251,23.13011238,0.868020733,35.37013884,122.1722823,86.88214682,0.193429123
B64,B64:250040027,282set_B64,376.295753,703.5524973,22.44647066,261.0113511,5.335530576,-1.340992818,-0.750692493,-2.096156485,149.1756742,101.2920427,48.85996869,587.061806,-1.654168803,-0.824018045,61.71355401,10.17513727,0.170812928,22.57166604,-0.132318479,30.14103212,114.8409998,82.90594517,-0.114259296
B68,B68:250040182,282set_B68,465.3826775,940.1642167,52.04096002,334.1351128,5.492100665,0.075307867,0.410691194,0.070260022,174.3686723,141.135397,72.83020006,744.2223681,-0.504470164,-0.524334151,60.15530257,10.31574171,0.169936679,22.04490415,0.174367057,30.55546921,140.0221561,84.73769206,0.04926745
B73,B73:250040143,282set_B73,441.5669149,873.9166738,17.42792539,305.4132423,5.39240665,-0.479532404,-0.406366972,-0.596043997,159.8631422,149.987217,78.02460931,676.0864738,-0.041001536,0.387490992,61.81965356,9.989608445,0.170813809,23.22181598,0.699121211,34.64217487,118.3995142,84.34615127,0.838036507
B73HTRHM,B73Htrhm:250039750,282set_B73Htrhm,447.8801435,881.1260226,26.42557627,289.4450982,5.339906271,-1.008253984,-0.73260907,-0.86449705,154.8752497,146.3648372,70.54732088,623.6299826,-0.610235903,0.334917962,60.396355,10.49929014,0.170678116,22.16133663,0.42131326,32.72884456,114.0054559,86.56945819,0.83271758
B75,B75:250040146,282set_B75,437.724455,850.2914126,42.35372875,341.6023554,5.70402597,-2.374812002,-2.168328246,-2.678508462,172.2002364,127.6882649,62.27188386,613.9435457,-0.072997296,-0.503026904,60.68328193,10.95895624,0.169009981,19.46185233,-0.741383208,28.38506236,108.4377378,78.14163455,-0.215608831
B76,B76:250039819,282set_B76,443.494036,847.5091003,14.34498364,303.633242,5.421866083,-0.974892708,-0.480800156,-0.829406923,169.85674,122.2098037,51.14284787,562.8859667,-0.345891199,-0.804705784,56.7297378,10.3370405,0.170075341,21.94653747,0.235320135,32.04065895,123.8474621,84.69112101,-0.743299456
B77,B77:250039823,282set_B77,425.7836834,877.2290423,10.79014824,365.9002847,5.571668041,0.233050408,0.373004537,0.095525985,173.7243655,141.6334389,65.41084273,614.4664066,0.115850441,-0.4697925,61.11211332,10.16246351,0.169254195,20.36498362,-0.553594577,28.87031533,130.9953392,94.0451901,-0.54768406
B79,B79:250040167,282set_B79,433.2297374,879.2057749,12.18111601,327.3567609,5.451842489,0.77434773,0.612412559,0.070260022,175.2042153,131.1516318,69.79080232,666.705843,0.808467487,0.075942889,61.39219379,9.844752281,0.170652874,23.21077723,0.480550634,33.1744785,114.8237192,77.29328673,0.458906433
B84,B84:250039818,282set_B84,454.9451748,910.8993928,19.05124974,292.5469615,5.306189521,0.614023419,0.471745592,-0.134716212,156.3209432,138.6190114,72.91045656,670.7606306,-0.663978399,-0.240531798,60.36159886,10.48383256,0.170394159,22.23588341,0.581452064,32.07031,133.5051136,92.30571959,0.286219998
B97,B97:250039795,282set_B97,450.4079107,891.7446421,40.44606382,326.8972256,5.512791907,0.638880488,0.469968136,0.714432223,170.5028252,144.1236485,73.68627975,653.2399436,0.360126911,0.030709633,61.33550271,9.564877892,0.170304124,20.7097458,-0.084054016,30.84080598,126.4325397,86.94999826,-0.810105078
C103,C103:250039836,282set_C103,462.4989554,910.1626325,43.15234957,374.2223025,5.608215702,0.365625643,0.432386443,0.398173459,174.352701,131.1516318,54.97286954,634.5102751,0.308216274,-0.428966762,60.17519316,9.674834139,0.169242108,21.24564875,0.0615142,31.25608218,129.5349697,102.9704595,-1.605088626
C123,C123:250040062,282set_C123,428.7685004,828.6056737,23.19402351,327.8351699,5.487768541,1.153870233,0.702343095,0.738832618,179.0773317,118.2254683,51.42820776,597.1276221,-0.2406449,-0.3562464,59.31668038,10.15096723,0.170749865,21.39469577,0.142518358,32.41087417,134.2098131,94.90160742,-0.418226451
C49A,C49A:250040127,282set_C49A,387.1388709,713.2958656,27.72027015,308.3860395,5.441584238,-0.089040307,-0.26212154,-1.11630939,162.0822322,111.2528813,48.57460879,457.3836929,-1.872390972,-0.064671075,NA,NA,0.169153632,22.38085611,-0.117852721,29.21954463,111.5508529,76.43817237,-0.933453661
CH701-30,CH701-30:250039758,282set_CH701-30,412.5372829,800.6684203,32.83361664,332.6988588,5.477657773,-0.74747789,-0.1952674,-0.221349411,171.913873,137.1510615,70.26196099,568.6400551,0.209886426,-0.32988682,59.94492991,10.76568804,0.168056917,18.44872506,-0.864396529,25.9086162,117.2733676,89.93790773,-1.305243476
CH9,CH9:250040206,282set_CH9,432.581532,835.5061103,30.65100387,317.993729,5.653766939,-2.784393595,-1.947754996,-1.488556263,165.5119164,111.5019022,44.57957023,549.9930383,-0.571110632,-0.832327237,57.21214476,10.34442248,0.170262019,19.48270733,-0.527868516,27.90063882,99.75959937,72.53294116,-0.811567428
CI187-2,CI187-2:250040025,282set_CI187-2,484.5020663,997.1938846,37.5038919,324.3697814,5.329537921,1.318290238,0.338956969,1.384063304,172.077824,114.2808851,65.92525464,652.3684045,-0.275018272,-0.554007696,59.35886285,10.77902488,0.169697207,20.75273354,-0.611598328,26.28905163,117.1014592,82.71249206,-1.171778855
CI21E,CI21E:250040015,282set_CI21E,459.3905344,915.9129326,23.12483807,407.6031137,5.728166667,-0.474474465,-0.115883174,-0.221349411,196.5618961,145.3687534,71.40340058,701.0213599,0.433591667,-0.341106521,61.75433814,9.857752627,0.171272736,22.45628192,0.647302291,34.38103969,131.8253403,95.38602555,0.168001394
CI28A,CI28A:250039772,282set_CI28AGoodman-Buckler,461.8987785,935.8339897,26.63034642,347.174221,5.530059,0.033202276,0.108822076,0.808969636,166.7801008,130.6765165,77.96667821,656.6189332,1.034549982,0.043431428,60.39554854,10.02911802,0.169666642,20.23808302,-0.294507209,31.3061158,110.9641448,83.1766566,-0.920174834
CI31A,CI31A:250040215,282set_CI31A,487.7323834,985.1089408,26.19460474,374.1144783,5.536531517,1.079717814,0.923375078,0.77689549,192.0420701,120.9646989,74.54235945,661.9251984,0.141707809,-0.469231196,58.64257033,11.11847494,0.169381524,21.31822592,-0.428901889,27.44739013,113.9391872,75.61410586,-0.37699078
CI3A,CI3A:250039777,282set_CI3A,451.6548961,927.8255745,32.91723396,346.6292738,5.361494255,1.066855616,1.20571208,1.062382164,172.3977834,152.4770432,81.64880582,620.8531923,0.434471348,0.227897859,60.14452918,10.20851731,0.171154986,23.11003408,-0.070554455,30.86943643,106.127611,74.4573921,0.976070373
CI64,CI64:250040128,282set_CI64,453.49685,927.3193576,-1.05138176,356.1351594,5.690274511,-0.660510731,-0.142576785,-0.123711219,178.2346375,142.1314808,79.3934777,660.4484548,0.006319419,-0.170355033,60.54558906,9.671342727,0.170636728,23.9956888,0.652768163,34.40952054,124.1712978,82.79916226,0.653437621
CI66,CI66:250039808,282set_CI66,488.3682836,992.65812,39.38552254,256.0657109,5.316997962,-1.121700267,-0.506889359,-0.650799196,152.0116156,119.2591382,52.71796672,582.8318116,-0.492042102,-0.216753445,60.379213,10.84492274,0.16965266,22.04379729,0.687553755,32.57174871,121.5711041,82.59408947,0.074517706
CI.7,CI.7:250039806,282set_Ci7Goodman-Buckler,461.6284887,941.9375948,20.54823013,415.9709834,5.705147138,0.093397592,-0.506889359,-0.44719809,212.9707596,162.053158,87.95427462,741.1937922,0.178603781,-0.378427667,57.80947195,10.68207356,0.171505334,20.54198091,-0.464874063,32.78695382,118.0327349,84.01060536,0.270770835
CI90C,CI90C:250040147,282set_Ci90CGoodman-Buckler,474.7294591,964.0916421,42.3414873,349.1264579,5.367927267,0.699824655,0.363823386,1.152625691,196.9283337,114.2411328,61.70116407,639.673926,-0.808154827,-0.313975639,60.77755896,10.18613209,0.169632727,21.25095943,-0.345716631,26.85090828,113.9581616,76.04488718,-0.116393904
CI91B,CI91B:250040199,282set_Ci91BGoodman-Buckler,463.3220306,923.0024704,30.10649061,310.912956,5.46166569,-0.074220874,-0.142576785,-0.285621525,144.2798034,114.9881957,57.42076561,556.2233304,-0.438474972,-0.063138235,61.07305667,9.846482074,0.170512801,20.44448524,-0.667266004,27.63246164,122.306594,87.85473281,-0.761982672
CM105,CM105:250039822,282set_CM105,391.8625799,733.1173586,27.43140318,254.8630642,5.328364873,-1.431861422,-1.752200768,-0.909001579,145.5892081,110.5058184,48.85996869,587.7368955,-1.662769483,-0.695531448,61.32854686,9.721886037,0.170744382,20.42432138,-0.274939331,29.3850445,112.3985053,77.20375454,-0.263634496
CM174,CM174:250039752,282set_CM174,420.7289262,751.3152171,34.49120618,252.6822737,5.326370673,-1.694242048,-0.830428191,-1.150486261,137.7780676,103.7822523,47.4331692,562.6329625,-1.91046453,-0.784077855,61.38362184,10.19996329,0.171371827,20.71501972,-0.134637925,29.11692783,112.6058593,80.93185016,-0.384949664
CM37,CM37:250040174,282set_CM37,364.0214528,646.7207136,11.99477957,289.0181767,5.195809668,0.341373729,0.546852321,1.547772095,146.1697121,93.56771475,35.58436259,447.6537485,-2.118180413,-0.579411918,NA,NA,0.173213361,19.77557455,-1.390599464,24.70537106,115.2529666,86.16614216,-1.054519716
CM7,CM7:250040047,282set_CM7,370.2285084,740.0005108,9.076814972,327.6439705,5.520544695,-1.795008889,-0.726031466,-1.357568228,167.350111,95.56456053,35.16269362,469.2698904,-1.690231514,-0.500045241,61.17351173,10.70993854,0.169467114,19.08295196,-0.897744108,23.54751852,96.86910227,69.88281108,-1.236060682
CML10,CML10:250040181,282set_CML10,521.7756927,1125.558144,43.80240932,393.596959,5.426167258,1.064245012,0.803037943,1.610073978,190.8728474,169.3204228,100.4686349,739.9075792,-0.316953483,-0.492451396,58.50923586,10.28950408,0.169655785,20.39079638,0.018993216,29.92893129,134.1625553,92.98207175,-0.887739941
CML103,CML103:250040012,282set_CML103,450.3531129,938.0570851,-2.977256989,365.1535398,5.566115157,0.422291916,0.671689501,1.002081237,194.8437156,150.3491726,97.94187103,698.5434342,0.969738562,0.407366498,61.25636933,10.2107159,0.168839372,21.94775576,0.09443937,31.59218454,130.5309619,94.31291961,-0.40703433
CML108,CML108:250040154,282set_CML108,477.4465373,1000.947562,8.092944922,361.6809302,5.644397347,-0.676721155,-0.369247147,-0.531666023,185.6800863,141.6334389,67.97908181,729.6551683,0.495816451,0.129577039,59.39430014,9.905678405,0.169078972,23.6616835,0.655741382,33.66444328,119.1880194,81.08302433,0.734982215
CML11,CML11:250040005,282set_CML11,507.7315798,1058.73194,23.64553866,389.8505389,5.443774249,1.181661815,1.16519809,1.59994636,184.3951885,158.5668645,98.79795072,757.4549714,0.493777031,-0.123624769,60.2065955,10.43869761,0.169079933,19.9072992,-0.589378799,26.57646864,126.1231696,83.9963496,-1.427132409
CML14,CML14:250039770,282set_CML14,521.502483,1149.718838,32.16498733,361.6851227,5.479295659,1.268192295,1.068362917,NA,189.259629,131.0163374,75.78710335,745.9720179,0.659736818,-0.091341636,58.42293915,11.40659683,0.169397438,21.69527523,-0.551362017,28.49366422,106.7840238,85.70991088,-0.186408963
CML154Q,CML154Q:250040190,282set_CML154Q,465.0937992,968.2005108,16.89481013,388.0728632,5.753224294,0.37376538,1.144792999,1.281526603,199.998257,132.4196632,78.25203811,720.5193816,-0.835453012,-0.239889134,60.64505771,9.671760539,0.169425404,25.41578501,1.386368785,36.9591012,136.5910251,99.16172248,-0.236290562
CML157Q,CML157Q:250039833,282set_CML157Q,476.0552437,993.8677257,18.79813919,341.4736345,5.27125793,1.608274898,1.504830082,1.604406235,180.5255448,168.776724,105.3612284,798.5687978,1.113500563,0.067110298,59.15075296,9.600768868,0.169158846,21.99627794,0.331252051,30.93835115,110.021719,87.52788729,0.12205735
CML158Q,CML158Q:250040066,282set_CML158Q,503.6559195,1025.462834,32.61975653,354.4598783,5.377166384,1.961515566,1.39631584,1.448838973,173.2232777,146.8628791,88.52499441,737.2589725,1.218969753,0.33886678,59.39915097,9.808621363,0.169451257,22.65372838,0.361725636,31.043954,100.7940456,85.74697996,-0.049905877
CML218,CML218:250040138,282set_CML218,469.2390912,1005.648413,3.377701639,340.1168749,5.23269823,1.155435732,1.680538062,1.444364232,163.3437398,152.0923194,76.82523862,773.5069448,1.006398766,0.813974543,58.20642176,10.42764276,0.169638171,21.68091389,0.388157207,30.3914687,121.7799484,82.35513778,-0.910954707
CML220,CML220:250039810,282set_CML220,438.9735534,895.5913013,20.18588656,301.2320309,5.111216716,2.109498846,1.490865156,1.287106381,160.4986583,109.2607136,50.00140828,638.1348434,-0.878918245,-0.044930964,60.33350167,10.76189286,0.170615201,23.30949199,0.01997259,29.78481438,122.7295271,83.99981302,-0.455710545
CML228,CML228:250039759,282set_CML228,491.1678577,1050.215234,8.865986224,361.1900478,5.454677185,0.200458951,0.179192729,0.334098305,186.1096314,142.4002684,80.29690898,800.9054418,0.488314792,0.666659328,61.82495574,9.901706732,0.169561301,19.99740692,-0.998894461,27.44229247,110.8701617,85.70991088,-0.627905844
CML238,CML238:250039817,282set_CML238,492.0011885,1029.126219,23.81626161,350.9953824,5.393592831,2.811849915,2.562037821,2.808101042,177.0891838,124.7863842,65.69620263,686.4561607,0.542644426,0.06313081,60.21367874,10.36425525,0.170218867,23.31259478,0.25777166,32.29745841,112.6353917,83.90189163,0.320732347
CML247,CML247:250040212,282set_CML247,522.3487848,1073.611628,17.348027,333.5516126,5.48220291,0.857130727,0.548937587,0.033439869,197.0310881,137.4000825,80.82027719,762.1685574,0.113337184,-0.04257932,59.08642356,10.00290444,0.16983312,21.67373651,0.074401833,31.41407292,116.9060332,81.68037765,-0.892850761
CML254,CML254:250040087,282set_CML254,537.4832691,1158.252028,11.27255139,327.6212888,5.382583504,0.065543349,0.398708094,NA,175.7604452,156.5923064,95.42656607,836.8209022,-0.043973794,-0.253892764,61.49964166,9.967243439,0.170258724,19.86902438,-0.749823273,29.07155762,121.2561531,81.48736587,-1.202171276
CML258,CML258:250039787,282set_CML258,561.4139707,1126.605079,32.10164707,388.0891789,5.496833638,1.35020905,1.447599185,NA,207.0597745,149.4321251,94.92200868,796.5746027,0.353752184,NA,61.27734818,9.659862215,0.16983312,22.19480883,-0.15475135,29.43900347,129.0902523,85.24073921,-0.388344339
CML261,CML261:250040170,282set_CML261,517.172909,1095.029438,38.22503298,381.6806233,5.575215171,1.631327022,1.511448133,1.633238518,175.0846399,163.9726985,100.5910343,777.0361537,0.371627947,-0.005337629,60.70173796,10.66495915,0.170104969,22.19005392,-0.070345737,30.12074486,117.8969807,85.94449672,-0.066673852
CML264,CML264:250040021,282set_CML264,481.8961312,1138.269247,13.74833616,375.4017198,5.471654311,1.987430222,1.033907205,NA,194.6184318,145.2275649,66.78504201,744.7370094,0.326824853,-0.091341636,58.82873126,10.87273355,0.170635653,22.11275347,-0.166613234,28.51145785,110.9857107,78.90692169,-0.092531006
CML277,CML277:250039791,282set_CML277,499.6702354,1060.976563,24.1566955,347.3251823,5.651585782,-0.68490908,-1.082237104,-0.674102379,185.4391706,161.4915692,89.63864921,704.4906947,-0.033719878,-0.492451396,60.51250381,9.678743067,0.169865716,21.89257474,0.476996068,31.73013078,112.7252543,75.30583343,-1.015964455
CML281,CML281:250039753,282set_CML281,473.886653,1062.897578,10.71442417,311.519805,5.31864419,1.53570533,1.31651002,NA,174.6627754,136.7040088,81.59159575,738.8699704,0.739774372,NA,60.30951648,10.27894684,0.169381292,20.27414262,-0.739969734,32.42368724,116.1957292,81.25278003,-0.268459865
CML287,CML287:250039766,282set_CML287,516.878887,1156.270783,40.99469564,333.1080961,5.429524407,1.435061944,0.338956969,NA,175.1646387,169.5768347,96.08122869,769.1771964,0.220151644,-0.14701927,60.06217182,10.62592082,0.170468718,22.82530975,-0.373633315,31.38850789,137.4928404,92.74748591,-0.025800461
CML311,CML311:250039839,282set_CML311,532.4323353,1050.900481,17.6850966,349.7132648,5.506216832,1.038828139,0.735467282,1.257421851,179.5094624,153.7575184,79.62358094,716.6978234,-0.264968054,-0.25926894,58.50923586,9.251809796,0.169128362,22.41304201,0.308818229,29.3450965,126.5567674,82.20194507,-0.402059261
CML314,CML314:250040006,282set_CML314,473.9712853,1018.771993,34.56391644,366.6470296,5.306913847,1.267931228,1.068362917,1.661591327,190.9778095,162.3021789,88.23963452,806.8852637,0.304905736,0.037800674,60.28139439,11.41245181,0.169806503,22.18669088,0.473533659,32.75522664,124.899996,83.99618108,-0.04792052
